TransactionID,Date,ProductID,ChannelID,Quantity,UnitPrice,Revenue,IsRefund,Currency
TXN000420,2026-07-09,PR01,CH01,1,1299,1299,0,INR
TXN000421,2026-07-09,PR01,CH03,1,1299,1299,0,INR
TXN000422,2026-07-09,PR04,CH02,1,1499,1499,0,INR
TXN000423,2026-07-09,PR04,CH02,1,799,799,0,INR
TXN000424,2026-07-09,PR04,CH02,1,1999,1999,0,INR
TXN000425,2026-07-09,PR04,CH01,1,999,999,0,INR
TXN000426,2026-07-10,PR03,CH03,1,1499,1499,0,INR
TXN000427,2026-07-12,PR04,CH02,1,1999,1999,0,INR
TXN000428,2026-07-13,PR04,CH03,1,1999,1999,0,INR
TXN000429,2026-07-13,PR04,CH01,1,1499,1499,0,INR
TXN000430,2026-07-13,PR05,CH03,1,1299,1299,0,INR
TXN000431,2026-07-13,PR05,CH01,1,1999,1999,0,INR
TXN000432,2026-07-13,PR05,CH03,1,799,799,0,INR
TXN000433,2026-07-13,PR05,CH01,1,1299,1299,0,INR
TXN000434,2026-07-14,PR04,CH01,1,1299,1299,0,INR
TXN000435,2026-07-14,PR04,CH02,1,999,999,0,INR
TXN000436,2026-07-14,PR05,CH02,1,1999,1999,0,INR
TXN000437,2026-07-15,PR01,CH03,1,1499,1499,0,INR
TXN000438,2026-07-15,PR01,CH02,1,1499,1499,0,INR
TXN000439,2026-07-15,PR04,CH02,1,1999,1999,0,INR
TXN000440,2026-07-15,PR05,CH03,1,799,799,0,INR
TXN000441,2026-07-15,PR05,CH02,1,1999,1999,0,INR
TXN000442,2026-07-16,PR01,CH03,1,1499,1499,0,INR
TXN000443,2026-07-16,PR03,CH03,1,1499,1499,0,INR
TXN000444,2026-07-16,PR04,CH01,1,1999,1999,0,INR
TXN000445,2026-07-17,PR05,CH02,1,1999,1999,0,INR
TXN000446,2026-07-18,PR01,CH03,1,799,799,0,INR
TXN000447,2026-07-18,PR01,CH03,1,999,999,0,INR
TXN000448,2026-07-18,PR01,CH03,1,1499,1499,0,INR
TXN000449,2026-07-18,PR05,CH02,1,1999,1999,0,INR
TXN000450,2026-07-18,PR05,CH03,1,1299,1299,0,INR
TXN000451,2026-07-19,PR04,CH01,1,1299,1299,0,INR
TXN000452,2026-07-19,PR05,CH03,1,1499,1499,0,INR
TXN000453,2026-07-20,PR03,CH03,1,1299,1299,0,INR
TXN000454,2026-07-20,PR03,CH03,1,1999,1999,0,INR
TXN000455,2026-07-20,PR03,CH02,1,1299,1299,0,INR
TXN000456,2026-07-20,PR04,CH02,1,799,799,0,INR
TXN000457,2026-07-20,PR04,CH03,1,799,799,0,INR
TXN000458,2026-07-22,PR01,CH03,1,1299,1299,0,INR
TXN000459,2026-07-22,PR01,CH03,1,1999,1999,0,INR
TXN000460,2026-07-22,PR01,CH01,1,1999,1999,0,INR
TXN000461,2026-07-23,PR03,CH01,1,799,799,0,INR
TXN000462,2026-07-23,PR04,CH01,1,1499,1499,0,INR
TXN000463,2026-07-23,PR04,CH02,1,1499,1499,0,INR
TXN000464,2026-07-23,PR04,CH02,1,1299,1299,0,INR
TXN000465,2026-07-24,PR01,CH03,1,1999,1999,0,INR
TXN000466,2026-07-24,PR03,CH01,1,999,999,0,INR
TXN000467,2026-07-24,PR04,CH01,1,1499,1499,0,INR
TXN000468,2026-07-24,PR04,CH01,1,1299,1299,0,INR
TXN000469,2026-07-25,PR01,CH01,1,1299,1299,0,INR
TXN000470,2026-07-25,PR03,CH03,1,1999,1999,0,INR
TXN000471,2026-07-25,PR03,CH01,1,1999,1999,0,INR
TXN000472,2026-07-25,PR03,CH01,1,799,799,0,INR
TXN000473,2026-07-25,PR03,CH03,1,1499,1499,0,INR
TXN000474,2026-07-25,PR04,CH01,1,1299,1299,0,INR
TXN000475,2026-07-25,PR05,CH01,1,999,999,0,INR
TXN000476,2026-07-26,PR01,CH02,1,1499,1499,0,INR
TXN000477,2026-07-26,PR04,CH01,1,999,999,0,INR
TXN000478,2026-07-26,PR05,CH01,1,1299,1299,0,INR
TXN000479,2026-07-26,PR05,CH02,1,1299,1299,0,INR
TXN000480,2026-07-26,PR05,CH02,1,1999,1999,0,INR
TXN000481,2026-07-27,PR03,CH03,1,999,999,0,INR
TXN000482,2026-07-28,PR04,CH03,1,1299,1299,0,INR
TXN000483,2026-07-28,PR04,CH03,1,1299,1299,0,INR
TXN000484,2026-07-29,PR01,CH02,1,999,999,0,INR
TXN000485,2026-07-29,PR01,CH03,1,1299,1299,0,INR
TXN000486,2026-07-29,PR01,CH03,1,1499,1499,0,INR
TXN000487,2026-07-29,PR03,CH01,1,999,999,0,INR
TXN000488,2026-07-29,PR03,CH03,1,799,799,0,INR
TXN000489,2026-07-30,PR01,CH01,1,799,799,0,INR
TXN000490,2026-07-30,PR01,CH03,1,999,999,0,INR
TXN000491,2026-07-31,PR04,CH01,1,1999,1999,0,INR
TXN000492,2026-08-01,PR03,CH03,1,1499,1499,0,INR
TXN000493,2026-08-03,PR01,CH03,1,799,799,0,INR
TXN000494,2026-08-03,PR03,CH01,1,1299,1299,0,INR
TXN000495,2026-08-03,PR03,CH01,1,1499,1499,0,INR
TXN000496,2026-08-03,PR03,CH02,1,1499,1499,0,INR
TXN000497,2026-08-03,PR04,CH02,1,799,799,0,INR
TXN000498,2026-08-03,PR04,CH03,1,1999,1999,0,INR
TXN000499,2026-08-03,PR05,CH01,1,999,999,0,INR
TXN000500,2026-08-03,PR05,CH02,1,1999,1999,0,INR
TXN000501,2026-08-04,PR01,CH01,1,799,799,0,INR
TXN000502,2026-08-04,PR01,CH02,1,1999,1999,0,INR
TXN000503,2026-08-04,PR01,CH02,1,999,999,0,INR
TXN000504,2026-08-04,PR04,CH03,1,799,799,0,INR
TXN000505,2026-08-04,PR04,CH03,1,1499,1499,0,INR
TXN000506,2026-08-04,PR04,CH01,1,999,999,0,INR
TXN000507,2026-08-05,PR02,CH03,1,799,799,0,INR
TXN000508,2026-08-06,PR01,CH01,1,999,999,0,INR
TXN000509,2026-08-06,PR03,CH03,1,1999,1999,0,INR
TXN000510,2026-08-06,PR03,CH03,1,1299,1299,0,INR
TXN000511,2026-08-06,PR04,CH03,1,1999,1999,0,INR
TXN000512,2026-08-06,PR04,CH02,1,1299,1299,0,INR
TXN000513,2026-08-06,PR05,CH03,1,999,999,0,INR
TXN000514,2026-08-06,PR05,CH02,1,1999,1999,0,INR
TXN000515,2026-08-06,PR05,CH02,1,1499,1499,0,INR
TXN000516,2026-08-07,PR05,CH02,1,999,999,0,INR
TXN000517,2026-08-08,PR02,CH02,1,799,799,0,INR
TXN000518,2026-08-08,PR03,CH03,1,1999,1999,0,INR
TXN000519,2026-08-08,PR03,CH01,1,1299,1299,0,INR
TXN000520,2026-08-08,PR03,CH03,1,799,799,0,INR
TXN000521,2026-08-08,PR04,CH01,1,1999,1999,0,INR
TXN000522,2026-08-08,PR04,CH01,1,799,799,0,INR
TXN000523,2026-08-08,PR05,CH03,1,799,799,0,INR
TXN000524,2026-08-09,PR02,CH03,1,1999,1999,0,INR
TXN000525,2026-08-09,PR04,CH02,1,799,799,0,INR
TXN000526,2026-08-09,PR04,CH01,1,799,799,0,INR
TXN000527,2026-08-09,PR05,CH01,1,1999,1999,0,INR
TXN000528,2026-08-11,PR01,CH02,1,1299,1299,0,INR
TXN000529,2026-08-11,PR02,CH02,1,799,799,0,INR
TXN000530,2026-08-11,PR02,CH03,1,1499,1499,0,INR
TXN000531,2026-08-12,PR02,CH03,1,999,0,1,INR
TXN000532,2026-08-12,PR02,CH03,1,1999,1999,0,INR
TXN000533,2026-08-13,PR02,CH02,1,1999,1999,0,INR
TXN000534,2026-08-13,PR02,CH03,1,1299,1299,0,INR
TXN000535,2026-08-13,PR03,CH03,1,1499,1499,0,INR
TXN000536,2026-08-13,PR03,CH03,1,1299,1299,0,INR
TXN000537,2026-08-13,PR04,CH02,1,999,999,0,INR
TXN000538,2026-08-14,PR01,CH01,1,1999,1999,0,INR
TXN000539,2026-08-14,PR02,CH03,1,799,799,0,INR
TXN000540,2026-08-14,PR02,CH02,1,999,999,0,INR
TXN000541,2026-08-14,PR04,CH01,1,999,999,0,INR
TXN000542,2026-08-15,PR01,CH03,1,1999,1999,0,INR
TXN000543,2026-08-15,PR02,CH01,1,799,799,0,INR
TXN000544,2026-08-15,PR05,CH03,1,1299,0,1,INR
TXN000545,2026-08-16,PR01,CH03,1,1499,1499,0,INR
TXN000546,2026-08-16,PR01,CH01,1,799,799,0,INR
TXN000547,2026-08-16,PR04,CH02,1,1299,1299,0,INR
TXN000548,2026-08-17,PR03,CH03,1,999,999,0,INR
TXN000549,2026-08-17,PR04,CH01,1,799,799,0,INR
TXN000550,2026-08-17,PR04,CH02,1,1499,1499,0,INR
TXN000551,2026-08-18,PR05,CH03,1,799,799,0,INR
TXN000552,2026-08-19,PR01,CH01,1,999,999,0,INR
TXN000553,2026-08-19,PR01,CH03,1,1999,1999,0,INR
TXN000554,2026-08-19,PR04,CH03,1,1999,1999,0,INR
TXN000555,2026-08-19,PR04,CH01,1,1299,0,1,INR
TXN000556,2026-08-19,PR04,CH01,1,1999,1999,0,INR
TXN000557,2026-08-19,PR05,CH02,1,799,799,0,INR
TXN000558,2026-08-19,PR05,CH03,1,999,999,0,INR
TXN000559,2026-08-20,PR01,CH03,1,1999,1999,0,INR
TXN000560,2026-08-20,PR01,CH03,1,999,999,0,INR
TXN000561,2026-08-20,PR02,CH01,1,1999,1999,0,INR
